C B,BENEFICIARIO,RFC,FACTURAS,CONTRATO,CONCEPTO,TIPO,FDO - #OP,FECHA,IMPORTE,SHEET
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-413-185004-2078,SIS-274-2023,"RET A CONT 2 AL MILLAR DIF PROY-INF-MCIPAL (CORR-VERDES) EST. 9 SIS-RP-49/23-CP CONSTRUCCIÓN DE CORREDOR VERDE EN LA AVENIDA MELCHOR OCAMPO DE LA CALLE GARIBALDI A LA AV. BENITO JUÁREZ, MUNICIPIO DE MONTERREY, NUEVO LEÓN. ICOM/23185028-BIS1 REF-SIS/002/2024",TR,363000096.0,2024-05-17,558.15,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-572-185004-2066,SIS-370-2023,"RET A CONT 2 AL MILLAR DIF MODERNIZ Y MOVIL MULTIM PSV EST. 1 SIS-RP-70/23-CP ADECUACION DE ESPACIO PUBLICO UBICADO EN BAJO PUENTE LADO NORTE DE AV. CHURUBUSCO EN SU CRUCE CON LA VIA FERREA A TAMPICO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185027-A-BIS1 REF-SIS/048/2024",TR,366000064.0,2024-05-17,3819.97,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-573-185004-2068,SIS-370-2023,"RET A CONT 2 AL MILLAR DIF MODERNIZ Y MOVIL MULTIM PSV EST. 1-A SIS-RP-70/23-CP ADECUACION DE ESPACIO PUBLICO UBICADO EN BAJO PUENTE LADO NORTE DE AV. CHURUBUSCO EN SU CRUCE CON LA VIA FERREA A TAMPICO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185027-A-BIS1 REF-SIS/048/2024",TR,366000064.0,2024-05-17,552.44,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-AA338-185004-1998,SIS-371-2023,"RET A CONT 2 AL MILLAR DIF MODERNIZ Y MOV MULTIM ""PSV"" EST. 1 SIS-RP-71/23-CP ADECUACION DE ESPACIO PUBLICO UBICADO EN BAJO PUENTE LADO SUR DE AV. CHURUBUSCO EN SU CRUCE CON LA VIA FERREA A TAPICO EN EL MUNICIPIO DE MONTERREY NL. ICOM/23185027-A-BIS1 REF-SIS/048/2024",TR,366000064.0,2024-05-17,2226.26,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-AA339-185004-2000,SIS-371-2023,"RET A CONT 2 AL MILLAR DIF MODERNIZ Y MOV MULTIM ""PSV"" EST. 1-A SIS-RP-71/23-CP ADECUACION DE ESPACIO PUBLICO UBICADO EN BAJO PUENTE LADO SUR DE AV. CHURUBUSCO EN SU CRUCE CON LA VIA FERREA A TAPICO EN EL MUNICIPIO DE MONTERREY NL. ICOM/23185027-A-BIS1 REF-SIS/048/2024",TR,366000064.0,2024-05-17,112.51,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-2351-185004-2040,SIS-376-2023,"RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 4-E SIS-RP-76/23-CP CONSTRUCCIÓN DE CORREDOR VERDE CALLE FEDERICO GÓMEZ (2a. ETAPA) ENTRE AV. REVOLUCIÓN Y CALLE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024",TR,372000063.0,2024-05-17,2447.62,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-2352-185004-2036,SIS-376-2023,"RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 8 SIS-RP-76/23-CP CONSTRUCCIÓN DE CORREDOR VERDE CALLE FEDERICO GÓMEZ (2a. ETAPA) ENTRE AV. REVOLUCIÓN Y CALLE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024",TR,372000063.0,2024-05-17,2447.38,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-2353-185004-2038,SIS-376-2023,"RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 3-A SIS-RP-76/23-CP CONSTRUCCIÓN DE CORREDOR VERDE CALLE FEDERICO GÓMEZ (2a. ETAPA) ENTRE AV. REVOLUCIÓN Y CALLE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024",TR,372000063.0,2024-05-17,533.44,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A-3499-185004-2140,SIS-439-2024,"RET A CONT 2 AL MILLAR DIF MOD Y MOV MULT PSV (LEONES Y P.HIERRO) EST. 7 SIS-RP-87/23-CP MODERNIZACION Y MOVILIDAD PARA LA CONSTRUCCION DE MULTIMODAL EN LA INTERSECCIÓN DE AV. PASEO DE LOS LEONES Y AV. PUERTA DE HIERRO MCIPIO DE MONTERREY, NUEVO LEÓN. ICOM/23185087 REF-SIS/001/2024",TR,367000021.0,2024-05-21,37259.32,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-27-185004-2176,SIS-397-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC EST. 5 SIS-RP-27/23-IR REHAB. DE ESPACIO PÚBLICO UBICADO EN CALLE PRIVADA VILLAS DE SAN JEMO, ENTRE LA AVENIDA ANILLO PERIFÉRICO Y LA CALLE OCTAVIO PAZ, COL. COLINAS DE SAN JERÓNIMO 4TO. SECTOR, EN MTY, N.L. ICOM/23185083-BIS REF-SIS/039/2024",TR,1030471.0,2024-05-24,1424.98,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-682-185004-2172,SIS-389-2023,RET A CONT 2 AL MILLAR DIF DISP-REC-FISC-2023 EST. 1 SIS-RP-20/23-IR CONSTRUCCIÓN DE OBRAS DE CONTENCIÓN PARA PROTECCIÓN VIAL EN LA CALLE LOMAS DE MONTECRISTO EN LA  COL. LOMAS DE MONTECRISTO EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN.ICOM/23185076-BIS REF-SIS/073/2024,TR,1030471.0,2024-05-24,425.61,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-683-185004-2174,SIS-389-2023,RET A CONT 2 AL MILLAR DIF DISP-REC-FISC-2023 EST. 1-A SIS-RP-20/23-IR CONSTRUCCIÓN DE OBRAS DE CONTENCIÓN PARA PROTECCIÓN VIAL EN LA CALLE LOMAS DE MONTECRISTO EN LA  COL. LOMAS DE MONTECRISTO EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN.ICOM/23185076-BIS REF-SIS/073/2024,TR,1030471.0,2024-05-24,244.1,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-B980-185004-2121,SIS-435-2024,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2023) EST. 1-E SIS-PP23-19/23-IR REHABILITACION DE ESPACIO PUBLICO GANSOS, UB EN BLVD. PUERTA DEL SOL Y LAS CALLE JOSE J. GAMBOA, COLINA DE SAN GERARDO Y GANSOS, COL. COLINAS DE SAN JERONIMO 3ER. SEC, EN MTY., N.L. ICOM/23185089 REF-SIS/015-BIS/2024",TR,1030471.0,2024-05-24,64.84,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-B985-185004-2190,SIS-435-2024,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2023) EST. 2 SIS-PP23-19/23-IR REHABILITACION DE ESPACIO PUBLICO GANSOS, UB EN BLVD. PUERTA DEL SOL Y LAS CALLE JOSE J. GAMBOA, COLINA DE SAN GERARDO Y GANSOS, COL. COLINAS DE SAN JERONIMO 3ER. SEC, EN MTY., N.L. ICOM/23185089 REF-SIS-015-BIS/2024",TR,1030471.0,2024-05-24,819.6,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-B986-185004-2192,SIS-435-2024,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2023) EST. 2-A SIS-PP23-19/23-IR REHABILITACION DE ESPACIO PUBLICO GANSOS, UB EN BLVD. PUERTA DEL SOL Y LAS CALLE JOSE J. GAMBOA, COLINA DE SAN GERARDO Y GANSOS, COL. COLINAS DE SAN JERONIMO 3ER. SEC, EN MTY., N.L. ICOM/23185089 REF-SIS-015-BIS/2024",TR,1030471.0,2024-05-24,106.02,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E240-185004-2125,SIS-372-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2023) EST. 1 SIS-PP23-07/23-IR CONSTRUCCIÓN DE ESCALINATAS EN SENDERO GUADALUPE VICTORIA, DE CAMINO AL MIRADOR HACIA ARRIBA DE LA COLONIA, COLONIA CERRO DE LA CAMPANA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. ICOM/23185089 REF-SIS/015-BIS/2024",TR,1030471.0,2024-05-24,701.85,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-N545-185004-2136,SIS-176-2022,"RET A CONT 2 AL MILLAR DIF REC-PROPIOS EST. 4 SIS-RP-75/22-CP CONSTRUCCION DE CORREDOR VERDE PARQUE LAGO, ZONA No. 2 ""ACTIVIDADES DEPORTIVAS"" (2a. ETAPA) EN  LA COL. BARRIO TOPO CHICO, EN EL MUNICIPIO DE MONTERREY, N.L. ICOM/22185085, REF-SIS/034-BIS2/2023 REF-SIS/057/2024",TR,1030471.0,2024-05-24,1113.48,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-N546-185004-2138,SIS-176-2022,"RET A CONT 2 AL MILLAR DIF REC-PROPIOS EST. 3-A SIS-RP-75/22-CP CONSTRUCCION DE CORREDOR VERDE PARQUE LAGO, ZONA No. 2 ""ACTIVIDADES DEPORTIVAS"" (2a. ETAPA) EN  LA COL. BARRIO TOPO CHICO, EN EL MUNICIPIO DE MONTERREY, N.L. ICOM/22185085, REF-SIS/034-BIS2/2023 REF-SIS/057/2024",TR,1030471.0,2024-05-24,104.18,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-761-185004-1171,SIS-197-2023,"RET A CONT 2 AL MILLAR CMIC REC-FISC EST. 4 SIS-RP-06/23-CP CONSTRUCCION, EMBELLECIMIENTO Y PAISAJISMO DE CORREDOR VERDE EN PUENTE MULTIMODAL PARA CONEXIÓN DEL PARQUE ESPAÑA Y PARQUE FUNDIDORA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185001-A-BIS REF-SIS/013/2024",TR,1030533.0,2024-05-24,11168.29,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-763-185004-1173,SIS-197-2023,"RET A CONT 2 AL MILLAR CMIC REC-FISC EST. 5-A SIS-RP-06/23-CP CONSTRUCCION, EMBELLECIMIENTO Y PAISAJISMO DE CORREDOR VERDE EN PUENTE MULTIMODAL PARA CONEXIÓN DEL PARQUE ESPAÑA Y PARQUE FUNDIDORA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185001-A-BIS REF-SIS/013/2024",TR,1030533.0,2024-05-24,1808.04,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-712-185004-1836,SIS-294-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2022) EST.4 SIS-PP-22/23-IR REHABILITACION DE ESPACIO PUBLICO PARQUE NIÑOS HEROES AV. ALMAZAN ENTRE RODRIGO GOMEZ Y DIEGO AYALA, EN LA COL. FCO. I. MADERO (TIERRA Y LIBERTAD) EN MONTERREY, NUEVO LEÓN. ICOM/23185033 RREF-SIS/032-BIS/2024",TR,1030534.0,2024-05-24,309.95,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-713-185004-1838,SIS-294-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2022) EST.2-A SIS-PP-22/23-IR REHABILITACION DE ESPACIO PUBLICO PARQUE NIÑOS HEROES AV. ALMAZAN ENTRE RODRIGO GOMEZ Y DIEGO AYALA, EN LA COL. FCO. I. MADERO (TIERRA Y LIBERTAD) EN MONTERREY, NUEVO LEÓN. ICOM/23185033 RREF-SIS/032-BIS/2024",TR,1030534.0,2024-05-24,85.03,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-716-185004-1840,SIS-294-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2022) EST.2-E SIS-PP-22/23-IR REHABILITACION DE ESPACIO PUBLICO PARQUE NIÑOS HEROES AV. ALMAZAN ENTRE RODRIGO GOMEZ Y DIEGO AYALA, EN LA COL. FCO. I. MADERO (TIERRA Y LIBERTAD) EN MONTERREY, NUEVO LEÓN. ICOM/23185033 RREF-SIS/032-BIS/2024",TR,1030534.0,2024-05-24,141.1,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-761-185004-1170,SIS-197-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC EST. 4 SIS-RP-06/23-CP CONSTRUCCION, EMBELLECIMIENTO Y PAISAJISMO DE CORREDOR VERDE EN PUENTE MULTIMODAL PARA CONEXIÓN DEL PARQUE ESPAÑA Y PARQUE FUNDIDORA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185001-A-BIS REF-SIS/013/2024",TR,1030534.0,2024-05-24,11168.29,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-763-185004-1172,SIS-197-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC EST. 5-A SIS-RP-06/23-CP CONSTRUCCION, EMBELLECIMIENTO Y PAISAJISMO DE CORREDOR VERDE EN PUENTE MULTIMODAL PARA CONEXIÓN DEL PARQUE ESPAÑA Y PARQUE FUNDIDORA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185001-A-BIS REF-SIS/013/2024",TR,1030534.0,2024-05-24,1808.04,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-773-185004-2002,SIS-197-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC EST. 2-E SIS-RP-06/23-CP CONSTRUCCION, EMBELLECIMIENTO Y PAISAJISMO DE CORREDOR VERDE EN PUENTE MULTIMODAL PARA CONEXIÓN DEL PARQUE ESPAÑA Y PARQUE FUNDIDORA, EN EL MUNICIPIO DE MONTERREY, NUEVO LEON ICOM/23185001-A-BIS REF-SIS/013/2024",TR,1030534.0,2024-05-24,29191.24,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-5463-185004-2111,SIS-462-2024,"RET A CONT 2 AL MILLAR DIF DISP-REC-FISC-2023 EST. 2 SIS-RP-24/23-IR REHABILITACIÓN DE CAMELLÓN CENTRAL EN LA AVENIDA ALFONSO REYES ENTRE AV. REVOLUCIÓN Y AV. JUNCO DE LA VEGA EN LA CIUDAD DE MONTERREY, NUEVO LEÓN.  ICOM/23185081 REF-SIS/076/2024",TR,1030538.0,2024-05-24,2724.73,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-5479-185004-2194,SIS-391-2023,"RET A CONT 2 AL MILLAR DIF DISP-REC-FISC-2023 EST. 2-A SIS-RP-24/23-IR REHABILITACIÓN DE CAMELLÓN CENTRAL EN LA AVENIDA ALFONSO REYES ENTRE AV. REVOLUCIÓN Y AV. JUNCO DE LA VEGA EN LA CIUDAD DE MONTERREY, NUEVO LEÓN.  ICOM/23185081 REF-SIS/076/2024",TR,1030538.0,2024-05-24,971.96,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-F246-185004-2168,SIS-447-2024,"RET A CONT 2 AL MILLAR DIF DISP-FEIEF-2023 EST. 3 SIS-RP-08/24-CP REHABILITACIÓN DE PAVIMENTO DE CONCRETO ASFÁLTICO DE AV. ANTONIO L. RODRÍGUEZ (ORIENTE - PONIENTE), ENTRE AV. GONZALITOS Y BOULEVARD GUSTAVO DÍAZ ORDAZ EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/24185003",TR,352000059.0,2024-05-24,15434.74,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-F247-185004-2170,SIS-447-2024,"RET A CONT 2 AL MILLAR DIF DISP-FEIEF-2023 EST. 2-A SIS-RP-08/24-CP REHABILITACIÓN DE PAVIMENTO DE CONCRETO ASFÁLTICO DE AV. ANTONIO L. RODRÍGUEZ (ORIENTE - PONIENTE), ENTRE AV. GONZALITOS Y BOULEVARD GUSTAVO DÍAZ ORDAZ EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/24185003",TR,352000059.0,2024-05-24,3780.81,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-1072-185004-2123,SIS-402-2023,"RET A CONT 2 AL MILLAR DIF MOD Y MOV MULT PSV (LEONES -HIERRO) EST.2 SIS-RP-83/23-CP CONSTRUCCIÓN DE DRENAJE PLUVIAL TRAMO ""CRUCE DE TÚNEL"" EN LA INTERSECCIÓN DE AV. PASEO DE LOS LEONES Y AV. PUERTA DE HIERRO EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. ICOM/23185087 REF-SIS/001/2024",TR,367000024.0,2024-05-24,4571.14,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-F2450-185004-2186,SIS-404-2023,"RET A CONT 2 AL MILLAR DIF MOD Y MOV MULT PSV (LEONES Y HIERRO) EST. 5 SIS-RP-85/23-CP CONSTRUCCIÓN DE DRENAJE PLUVIAL TRAMO ""LADO SURORIENTE"" EN LA INTERSECCIÓN DE AV. PASEO DE LOS LEONES Y AV. PUERTA DE HIERRO EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.  ICOM/23185087 REF-SIS/001/2024",TR,367000024.0,2024-05-24,630.34,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-F2451-185004-2188,SIS-404-2023,"RET A CONT 2 AL MILLAR DIF MOD Y MOV MULT PSV (LEONES Y HIERRO) EST.3-A SIS-RP-85/23-CP CONSTRUCCIÓN DE DRENAJE PLUVIAL TRAMO ""LADO SURORIENTE"" EN LA INTERSECCIÓN DE AV. PASEO DE LOS LEONES Y AV. PUERTA DE HIERRO EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.  ICOM/23185087 REF-SIS/001/2024",TR,367000024.0,2024-05-24,697.77,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-F2447-185004-2160,SIS-384-2023,"RET A CONT 2 AL MILLAR DIF REM-FDOS-EST-ET-1 EST.3 SIS-RP-79/23-CP AMPLIACIÓN DE ÁREA DE ASISTENCIA SOCIAL Y REHABILITACIÓN DE ESPACIO DE JUEGOS INFANTILES EN EL DIF ""LOMA LARGA"" UBICADO EN LAS CALLES LOMA REDONDA Y LOMA LARGACOL. LOMA LARGA, CD DE MTY, NL.  ICOM/23185068 REF-SIS/066/2024",TR,371000019.0,2024-05-24,2344.74,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-F2448-185004-2162,SIS-384-2023,"RET A CONT 2 AL MILLAR DIF REM-FDOS-EST-ET-1 EST.3-A SIS-RP-79/23-CP AMPLIACIÓN DE ÁREA DE ASISTENCIA SOCIAL Y REHABILITACIÓN DE ESPACIO DE JUEGOS INFANTILES EN EL DIF ""LOMA LARGA"" UBICADO EN LAS CALLES LOMA REDONDA Y LOMA LARGACOL. LOMA LARGA, CD DE MTY, NL.  ICOM/23185068 REF-SIS/066/2024",TR,371000019.0,2024-05-24,314.73,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-2356-185004-2149,SIS-376-2023,"RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 4-A SIS-RP-76/23-CP CONSTRUCCIÓN DE CORREDOR VERDE CALLE FEDERICO GÓMEZ (2a. ETAPA) ENTRE AV. REVOLUCIÓN Y CALLE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024",TR,372000066.0,2024-05-24,311.17,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-2357-185004-2151,SIS-376-2023,"RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 5-E SIS-RP-76/23-CP CONSTRUCCIÓN DE CORREDOR VERDE CALLE FEDERICO GÓMEZ (2a. ETAPA) ENTRE AV. REVOLUCIÓN Y CALLE GUADALUPE, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN. . ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024",TR,372000066.0,2024-05-24,1203.25,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-3008-185004-2096,SIS-372-2023,"RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 2-A SIS-RP-72/23-CP CONSTRUCCIÓN DE CORREDOR VERDE EN CALLE ARAMBERRI ENTRE CALLE HEROES DEL 47 Y LA AV. FUNDIDORA, EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN. ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024",TR,372000066.0,2024-05-24,4102.97,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-B3320-185004-2164,SIS-373-2023,RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 5 SIS-RP-73/23-CP CONSTRUCCIÓN DE CORREDOR VERDE EN CALLE HEROES DEL 47 ENTRE CALLES ARAMBERRI Y LA CALLE WASHINGTON EN LA ZONA CENTRO EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN. ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024,TR,372000066.0,2024-05-24,1746.42,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-B3321-185004-2166,SIS-373-2023,RET A CONT 2 AL MILLAR DIF CORR-VERDES ET-2 EST. 2-A SIS-RP-73/23-CP CONSTRUCCIÓN DE CORREDOR VERDE EN CALLE HEROES DEL 47 ENTRE CALLES ARAMBERRI Y LA CALLE WASHINGTON EN LA ZONA CENTRO EN EL MUNICIPIO DE MONTERREY NUEVO LEÓN. ICOM/23185059 DPP/0989/2023 REF-SIS/028/2024,TR,372000066.0,2024-05-24,68.82,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A-7-185004-2115,SIS-482-2024,"RET A CONT 2 AL MILLAR DIF RECURSOS PROPIOS EST. 1-A SIS-RP-29/24-CP REMODELACIÓN DE TEATRO DE LA CIUDAD ¿JOSÉ CALDERÓN¿ (OBRA CIVIL) UBICADO EN LA AVENIDA BENITO JUÁREZ EN SU CRUCE CON CALLE SANTIAGO TAPIA, COLONIA CENTRO, EN EL MUNICIPIO DE MONTERREY, NUEVO LEÓN.ICOM/24185011",TR,381000016.0,2024-05-24,349.0,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-B979-185004-2119,SIS-466-2024,"RET A CONT 2 AL MILLAR DIF REC-PROPIOS EST. 1-A  SIS-RP-22/24-CP AMPLIACIÓN DE ESTANCIA INFANTIL (MONTERREY ME CUIDA): CALLE IXTLIXOCHITL ESQUINA CON CALLE NEZAHUALCOYOTL Y NEZAHUALPILLI, ENTRE LAS CALLES MOCTEZUMA Y XALTEMOC COL. SAN BERNABE 1º SEC MCIPIO DE MONTERREY, N.L. ICOM/24185012",TR,381000016.0,2024-05-24,60.43,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A38-185004-2249,SIS-411-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2023) EST. 3 SIS-PP23-13/23-IR REHABILITACIÓN DE ESPACIO BAJO EL PUENTE RUBE (ÁREA DE JUEGOS INFANTILES), UBICADO EN EL CRUCE DE LAS AVENIDAS RUIZ CORTINEZ Y BERNARDO REYES, COLONIA NIÑO ARTILLERO, MCIPIO DE MTY, NL.  ICOM/23185089 REF-SIS/015/2024",TR,1030553.0,2024-05-28,387.32,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A39-185004-2247,SIS-411-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC (PTTO-PART-2023) EST. 1-A SIS-PP23-13/23-IR REHABILITACIÓN DE ESPACIO BAJO EL PUENTE RUBE (ÁREA DE JUEGOS INFANTILES), UBICADO EN EL CRUCE DE LAS AVENIDAS RUIZ CORTINEZ Y BERNARDO REYES, COLONIA NIÑO ARTILLERO, MCIPIO DE MTY, NL.  ICOM/23185089 REF-SIS/015/2024",TR,1030553.0,2024-05-28,148.5,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A-7405-185004-2184,SIS-399-2023,"RET A CONT 2 AL MILLAR DIF REC-FISC EST. 1-E SIS-RP-26/23-IR REHABILITACIÓN DE PARQUE ""SAN JERONIMO"" 1ª ETAPA (AREA CANINA  Y DE RESERVA) CALLE DE LOS MIRLOS, CALLE DE LOS ZENZONTLES, AV. SAN JEMO Y AV. INSURGENTES EN LA COL. SAN JERONIMO MCIPIO DE MTY, NL.  ICOM/23185082-BIS REF-SIS/063/2024",TR,1030553.0,2024-05-28,166.94,CONTRATISTAS
